func_id,func_name,timestamp,model,temperature,raw_response,input_tokens,output_tokens,cost_usd,latency_sec,error
PY-001,set_merge,2026-07-02T13:39:39.794006,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-002,_split_node,2026-07-02T13:39:40.086686,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-005,get_centroids_mol_ids,2026-07-02T13:39:40.386757,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-006,get_centroids,2026-07-02T13:39:40.680963,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-007,get_cluster_mol_ids,2026-07-02T13:39:40.959667,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-008,_get_BFs,2026-07-02T13:39:41.223855,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-009,prepare_data_BFs,2026-07-02T13:39:41.514953,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-010,_get_prune_indices,2026-07-02T13:39:41.792476,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-013,merge_accept,2026-07-02T13:39:42.103870,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-020,tsne_plot,2026-07-02T13:39:42.363955,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-022,get_plot_metrics,2026-07-02T13:39:42.616497,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-023,init_plot,2026-07-02T13:39:42.958630,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-025,__init__,2026-07-02T13:39:43.251471,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-027,merge_subcluster,2026-07-02T13:39:43.557913,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-028,fit,2026-07-02T13:39:43.870318,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-011,_get_top_cluster_params,2026-07-02T13:39:44.175855,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-015,check_cluster_structure,2026-07-02T13:39:44.562979,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-016,forward,2026-07-02T13:39:44.843114,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-017,chi,2026-07-02T13:39:45.107730,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-018,dbi,2026-07-02T13:39:45.385138,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-019,clust_dispersion,2026-07-02T13:39:45.810803,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-021,mol_relocation_plots,2026-07-02T13:39:46.066735,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-026,insert_bf_subcluster,2026-07-02T13:39:46.341164,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-029,_fit,2026-07-02T13:39:46.695063,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-037,get_cluster_mol_ids,2026-07-02T13:39:46.952720,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-040,cal_value_loss,2026-07-02T13:39:47.238521,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-048,act,2026-07-02T13:39:47.530297,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-003,insert_bf_subcluster,2026-07-02T13:39:47.838884,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-004,fit_BFs,2026-07-02T13:39:48.222598,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-012,reassign,2026-07-02T13:39:48.482254,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-041,ppo_update,2026-07-02T13:39:48.793155,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-042,train,2026-07-02T13:39:49.081655,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-043,get_actions,2026-07-02T13:39:49.403347,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-049,merge_intervals,2026-07-02T13:39:49.773095,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-050,schedule_tasks,2026-07-02T13:39:50.383202,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-051,compute_discount,2026-07-02T13:39:50.666257,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-052,validate_password,2026-07-02T13:39:50.935364,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-053,calculate_shipping,2026-07-02T13:39:51.256216,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-054,build_query_string,2026-07-02T13:39:51.614859,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-055,normalize_path,2026-07-02T13:39:51.912306,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-056,classify_shipment_priority,2026-07-02T13:39:52.221134,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-057,parse_csv_line,2026-07-02T13:39:52.481768,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-058,compute_loan_eligibility,2026-07-02T13:39:52.790710,gpt-4o-mini,0.0,,0,0,0,0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
